v_mps,a_mps2,pressure_MPa,mu,v_next_mps,a_next_mps2,brake_utilization,slip_risk
26.2642293658739,-4.83698758882658,8.96691651944388,0.6,25.9699293658739,-5.886,2.96222749066085,1
12.372059581498,-7.28168276863293,5.13905608267981,0.8,11.979659581498,-7.848,1.27326822752997,1
20.2746629418986,-5.12388413461418,8.299755804887,0.8,19.8822629418986,-7.848,2.05637284213278,1
11.2126098101046,-7.02523854421878,6.97610270738807,0.4,11.0164098101046,-3.924,3.45684101764898,1
16.61464516114,-1.7315289034753,4.94046904409973,0.2,16.51654516114,-1.962,4.89626278580504,1
13.5632278483009,-0.0663379301737494,8.60622695526656,0.8,13.1708278483009,-7.848,2.13230507018299,1
22.8649835849371,-1.55001460785366,1.60255238072811,0.8,22.7091798812552,-3.116074073638,0.397053271360601,0
14.0940608690789,-1.85850195496968,1.32232737826644,0.2,13.9959608690789,-1.962,1.31049547625227,1
16.8056187689048,-1.13874747635727,8.58482377392159,0.4,16.6094187689048,-3.924,4.25400430523354,1
24.757125965554,-4.06948724355548,4.71759799421221,0.6,24.462825965554,-5.886,1.55846197943734,1
15.3969725562561,-6.87701021113718,3.72128610356276,0.2,15.2988725562561,-1.962,3.68798883295663,1
30.474044335577,-1.25119046364997,7.52433027569893,0.6,30.179744335577,-5.886,2.48566806026978,1
8.29157725341527,-6.07872666727599,7.97981153182153,0.4,8.09537725341527,-3.924,3.95420494412948,1
25.4230766723497,-6.80301935636107,5.52515597368339,0.4,25.2268766723497,-3.924,2.73785903101878,1
15.6836513335404,-7.14965146569808,2.42933247853612,0.2,15.5855513335404,-1.962,2.40759533210907,1
15.8083036098177,-7.13290614970603,7.76772942881392,0.4,15.6121036098177,-3.924,3.84911272523059,1
22.1616070971451,-5.00836642387619,4.11372077029275,0.2,22.0635070971451,-1.962,4.07691207838504,1
18.7554672536439,-4.0749111817529,4.31533689714595,0.6,18.4611672536439,-5.886,1.42557472911342,1
15.4548493412052,-4.39999152993901,0.494063673655558,0.2,15.4068153729331,-0.960679365441363,0.489642897778472,0
2.82137690608428,-2.56236762165365,7.74351010749075,0.6,2.52707690608428,-5.886,2.55807427947839,1
5.59690501198409,-3.8108102788461,1.13658168271514,0.4,5.48640401505345,-2.21001993861277,0.563205896690309,0
24.4537175860482,-3.24585788352706,3.52574337722463,0.2,24.3556175860482,-1.962,3.49419578103018,1
18.7994487900477,-4.22061784835432,3.30888411078284,0.8,18.4777517237216,-6.43394132652219,0.81981923120823,0
24.0493474963518,-4.01531627743605,1.50407093887325,0.4,23.9031183772947,-2.92458238114243,0.745306417212649,0
31.9726432028672,-2.1141303920065,6.25072719801785,0.8,31.5802432028672,-7.848,1.54869925763553,1
23.6445899948044,-1.30541122061584,8.15861675857703,0.4,23.4483899948044,-3.924,4.04280760208115,1
4.40115443722926,-7.8182461727714,7.73531503699787,0.6,4.10685443722926,-5.886,2.5553670318923,1
12.214943148616,-2.66931099760215,3.96731638536167,0.6,11.920643148616,-5.886,1.31060589617226,1
20.8848376682142,-0.586230113808076,6.22683272627316,0.4,20.6886376682142,-3.924,3.08555818070507,1
9.96201244397808,-0.122451888402651,8.32324147847503,0.2,9.86391244397808,-1.962,8.24876689734472,1
32.2630027636039,-6.03557788293245,8.5288929317532,0.6,31.9687027636039,-5.886,2.81752607516293,1
31.6542512825576,-3.42030300345957,1.18097652317497,0.8,31.5394341205822,-2.29634323950688,0.292602349580387,0
28.701138025596,-5.55564444285689,1.2792153864658,0.4,28.576769863023,-2.48736325146128,0.633884620657818,0
17.2098998865901,-3.8419868571257,0.657933857015159,0.2,17.1459340949358,-1.27931583308503,0.652046805853737,0
28.4895662885621,-3.05830996400217,5.94390983050402,0.4,28.2933662885621,-3.924,2.94536249954186,1
6.78393629396404,-7.54833061687563,9.45556967304227,0.8,6.39153629396404,-7.848,2.34274081546947,1
12.2113061952116,-7.37401134655269,1.10904068542104,0.2,12.1132061952116,-1.962,1.09911722702844,1
16.924889821385,-3.93117005859018,8.46523800341143,0.6,16.630589821385,-5.886,2.79649762260165,1
25.4453311319948,-3.77092620887329,8.27771767462412,0.6,25.1510311319948,-5.886,2.7345501435784,1
17.622437543883,-2.28697113015094,0.952144274407315,0.6,17.5298679616489,-1.85139164468089,0.314541563826179,0
6.96010362992211,-6.34930674430892,4.39377656045541,0.2,6.86200362992211,-1.962,4.35446198935155,1
13.2747272965221,-1.38156903820636,5.40089226778838,0.2,13.1766272965221,-1.962,5.35256624115396,1
12.6907996288802,-6.01599053404626,7.93914823257409,0.2,12.5926996288802,-1.962,7.8681104354993,1
11.9572442986068,-5.21397415407335,0.302574172387791,0.2,11.9278273651802,-0.588338668531815,0.299866803533035,0
7.83476501423239,-1.07344736883318,9.21123044533511,0.2,7.73666501423239,-1.962,9.12881032921987,1
15.4553319397383,-6.57659440306329,4.56997963605084,0.4,15.2591319397383,-3.924,2.26454421879289,1
16.4703534236943,-6.69828302022839,3.1894740404204,0.2,16.3722534236943,-1.962,3.16093531019124,1
26.4552892609839,-6.60769979095424,9.46955057172505,0.4,26.2590892609839,-3.924,4.69240953123763,1
27.1119380794668,-0.588532857658803,3.45488824494631,0.4,26.9157380794668,-3.924,1.71198732264584,1
18.7396983556048,-4.69146669270613,8.59701418965117,0.8,18.3472983556048,-7.848,2.13002248724226,1
16.8525923827668,-7.75243049823333,2.40672097746742,0.2,16.7544923827668,-1.962,2.38518615390643,1
26.5565267138413,-5.93994334332795,3.96251137275255,0.6,26.2622267138413,-5.886,1.30901855671027,1
29.8893846399447,-4.00755265036461,8.99635345554691,0.2,29.7912846399447,-1.962,8.91585601268948,1
23.4002957459296,-6.64080728350627,1.98213235415843,0.4,23.2075884337198,-3.85414624419694,0.982198329306051,1
27.2368598305086,-3.39671377121188,3.84821564420311,0.4,27.0406598305086,-3.924,1.90689131763378,1
31.4728469195946,-2.69154118351121,3.93983502531809,0.4,31.2766469195946,-3.924,1.95229111289689,1
4.02003862167651,-3.41635388959783,9.72274446256955,0.4,3.82383862167651,-3.924,4.81787371432119,1
29.5344138154748,-5.58441137417557,6.42430856350003,0.8,29.1420138154748,-7.848,1.59170630679084,1
11.2283161026735,-4.63486379096115,4.34051039593442,0.6,10.9340161026735,-5.886,1.4338908130187,1
17.3150263712964,-6.32446777966956,3.29844754330072,0.6,17.0207263712964,-5.886,1.08964458050671,1
27.1232514618081,-3.27974912489846,5.48219481001284,0.8,26.7308514618081,-7.848,1.35828532641331,1
24.6935126528542,-1.35528127612776,3.38036913339642,0.6,24.3992126528542,-5.886,1.11670743826098,1
7.27395358710729,-3.71618922602096,8.75581965129475,0.6,6.97965358710729,-5.886,2.89249148445762,1
22.9061968013767,-7.34333614977516,8.81840384351357,0.6,22.6118968013767,-5.886,2.91316621855037,1
4.89381325030053,-6.46886450973345,3.5608099997894,0.4,4.69761325030053,-3.924,1.7644743174854,1
13.6882691996713,-6.23926745022336,2.4728592823276,0.6,13.4478523250006,-4.80833749341478,0.816910889129252,0
27.6142362550021,-6.3196747942521,7.59881430999374,0.2,27.5161362550021,-1.962,7.53082174792675,1
15.8465365647307,-7.62996299016699,2.16356276004642,0.6,15.6361901852818,-4.20692758897915,0.71473455470254,0
